ID,Data,Time
Flow_valve1,0.1014,40.034
Flow_valve2,0.0018,40.035
tank_consumer_mm,457,41.065
tank_pump1_mm,209,41.066
tank_pump2_mm,227,41.067
tank_tower_mm,269,41.068
Simulated_hour,1,41.078
Demand,0.10682,41.079
Flow_valve1,0.0996,41.086
Flow_valve2,0.0012,41.087
tank_consumer_mm,457,42.113
tank_pump1_mm,209,42.114
tank_pump2_mm,227,42.115
tank_tower_mm,269,42.116
Simulated_hour,1,42.125
Demand,0.10682,42.126
Flow_valve1,0.1026,42.133
Flow_valve2,0.0012,42.134
tank_consumer_mm,457,43.165
tank_pump1_mm,209,43.166
tank_pump2_mm,227,43.167
tank_tower_mm,270,43.168
Simulated_hour,1,43.178
Demand,0.10682,43.179
Flow_valve1,0.1014,43.186
Flow_valve2,0.0018,43.186
tank_consumer_mm,457,44.221
tank_pump1_mm,209,44.222
tank_pump2_mm,227,44.222
tank_tower_mm,270,44.223
Simulated_hour,1,44.253
Demand,0.10682,44.254
Flow_valve1,0.102,44.266
Flow_valve2,0.0012,44.267
tank_consumer_mm,457,45.297
tank_pump1_mm,208,45.298
tank_pump2_mm,227,45.298
tank_tower_mm,270,45.299
Simulated_hour,1,45.305
Demand,0.10682,45.306
Flow_valve1,0.1014,45.313
Flow_valve2,0.0018,45.314
tank_consumer_mm,458,46.341
tank_pump1_mm,208,46.342
tank_pump2_mm,227,46.343
tank_tower_mm,270,46.344
Simulated_hour,1,46.353
Demand,0.10682,46.354
Flow_valve1,0.1008,46.361
Flow_valve2,0.0012,46.362
tank_consumer_mm,457,47.398
tank_pump1_mm,208,47.4
tank_pump2_mm,227,47.401
tank_tower_mm,270,47.402
Simulated_hour,1,47.414
Demand,0.10682,47.415
Flow_valve1,0.1032,47.421
Flow_valve2,0.0018,47.422
tank_consumer_mm,457,48.457
tank_pump1_mm,208,48.458
tank_pump2_mm,227,48.459
tank_tower_mm,270,48.46
Simulated_hour,1,48.466
Demand,0.10682,48.467
Flow_valve1,0.1038,48.474
Flow_valve2,0.0018,48.475
tank_consumer_mm,458,49.513
tank_pump1_mm,208,49.514
tank_pump2_mm,227,49.515
tank_tower_mm,270,49.516
Simulated_hour,1,49.526
Demand,0.10682,49.526
Flow_valve1,0.105,49.534
Flow_valve2,0.0012,49.535
tank_consumer_mm,457,50.569
tank_pump1_mm,207,50.57
tank_pump2_mm,228,50.571
tank_tower_mm,270,50.571
Simulated_hour,1,50.578
Demand,0.10682,50.578
Flow_valve1,0.1038,50.586
Flow_valve2,0.0012,50.586
tank_consumer_mm,458,51.61
tank_pump1_mm,207,51.61
tank_pump2_mm,228,51.611
tank_tower_mm,271,51.612
Simulated_hour,1,51.623
Demand,0.10682,51.624
Flow_valve1,0.1062,51.63
Flow_valve2,0.0012,51.631
tank_consumer_mm,458,52.669
tank_pump1_mm,206,52.67
tank_pump2_mm,228,52.67
tank_tower_mm,271,52.672
Simulated_hour,1,52.678
Demand,0.10682,52.679
Flow_valve1,0.1062,52.686
Flow_valve2,0.0018,52.687
tank_consumer_mm,458,53.709
tank_pump1_mm,207,53.71
tank_pump2_mm,228,53.711
tank_tower_mm,271,53.712
Simulated_hour,1,53.717
Demand,0.10682,53.718
Flow_valve1,0.1068,53.727
Flow_valve2,0.0018,53.727
tank_consumer_mm,458,54.753
tank_pump1_mm,206,54.754
tank_pump2_mm,227,54.754
tank_tower_mm,271,54.755
Simulated_hour,1,54.761
Demand,0.10682,54.762
Flow_valve1,0.1074,54.77
Flow_valve2,0.0012,54.771
tank_consumer_mm,458,55.793
tank_pump1_mm,206,55.794
tank_pump2_mm,227,55.795
tank_tower_mm,272,55.796
Simulated_hour,1,55.806
Demand,0.10682,55.806
Flow_valve1,0.1098,55.814
Flow_valve2,0.0012,55.815
tank_consumer_mm,459,56.849
tank_pump1_mm,206,56.849
tank_pump2_mm,227,56.849
tank_tower_mm,272,56.85
Simulated_hour,1,56.857
Demand,0.10682,56.857
Flow_valve1,0.1068,56.866
Flow_valve2,0.0012,56.866
tank_consumer_mm,459,57.889
tank_pump1_mm,205,57.89
tank_pump2_mm,227,57.891
tank_tower_mm,272,57.892
Simulated_hour,1,57.901
Demand,0.10682,57.902
Flow_valve1,0.108,57.911
Flow_valve2,0.0012,57.911
tank_consumer_mm,459,58.945
tank_pump1_mm,205,58.946
tank_pump2_mm,227,58.946
tank_tower_mm,272,58.947
Simulated_hour,1,58.953
Demand,0.10682,58.954
Flow_valve1,0.1092,58.962
Flow_valve2,0.0012,58.963
tank_consumer_mm,459,59.989
tank_pump1_mm,205,59.99
tank_pump2_mm,226,59.991
tank_tower_mm,273,59.992
Simulated_hour,1,59.997
Demand,0.10682,59.998
Flow_valve1,0.1086,60.006
Flow_valve2,0.0012,60.007
tank_consumer_mm,459,61.041
tank_pump1_mm,205,61.042
tank_pump2_mm,226,61.043
tank_tower_mm,273,61.044
Simulated_hour,2,61.069
Demand,0.10636,61.069
Flow_valve1,0.1074,61.079
Flow_valve2,0.0018,61.08
tank_consumer_mm,459,62.109
tank_pump1_mm,205,62.11
tank_pump2_mm,227,62.111
tank_tower_mm,273,62.112
Simulated_hour,2,62.12
Demand,0.10636,62.12
Flow_valve1,0.1092,62.126
Flow_valve2,0.0012,62.127
tank_consumer_mm,459,63.153
tank_pump1_mm,204,63.154
tank_pump2_mm,226,63.154
tank_tower_mm,273,63.155
Simulated_hour,2,63.161
Demand,0.10636,63.161
Flow_valve1,0.1098,63.171
Flow_valve2,0.0012,63.171
tank_consumer_mm,458,64.197
tank_pump1_mm,204,64.198
tank_pump2_mm,226,64.198
tank_tower_mm,274,64.198
Simulated_hour,2,64.206
Demand,0.10636,64.206
Flow_valve1,0.108,64.214
Flow_valve2,0.0012,64.215
tank_consumer_mm,458,65.25
tank_pump1_mm,204,65.25
tank_pump2_mm,226,65.251
tank_tower_mm,273,65.251
Simulated_hour,2,65.258
Demand,0.10636,65.258
Flow_valve1,0.108,65.274
Flow_valve2,0.0012,65.275
tank_consumer_mm,457,66.313
tank_pump1_mm,204,66.313
tank_pump2_mm,226,66.313
tank_tower_mm,274,66.313
Simulated_hour,2,66.321
Demand,0.10636,66.321
Flow_valve1,0.1092,66.333
Flow_valve2,0.0012,66.333
tank_consumer_mm,456,67.365
tank_pump1_mm,204,67.366
tank_pump2_mm,225,67.366
tank_tower_mm,274,67.367
Simulated_hour,2,67.373
Demand,0.10636,67.374
Flow_valve1,0.1104,67.382
Flow_valve2,0.0018,67.383
tank_consumer_mm,456,68.409
tank_pump1_mm,204,68.41
tank_pump2_mm,226,68.41
tank_tower_mm,274,68.41
Simulated_hour,2,68.442
Demand,0.10636,68.443
Flow_valve1,0.1098,68.471
Flow_valve2,0.0012,68.472
tank_consumer_mm,455,69.513
tank_pump1_mm,204,69.514
tank_pump2_mm,225,69.515
tank_tower_mm,274,69.516
Simulated_hour,2,69.526
Demand,0.10636,69.527
Flow_valve1,0.1116,69.539
Flow_valve2,0.0012,69.54
tank_consumer_mm,455,70.565
tank_pump1_mm,205,70.566
tank_pump2_mm,225,70.566
tank_tower_mm,275,70.566
Simulated_hour,2,70.573
Demand,0.10636,70.573
Flow_valve1,0.114,70.582
Flow_valve2,0.0012,70.583
tank_consumer_mm,454,71.609
tank_pump1_mm,205,71.61
tank_pump2_mm,225,71.61
tank_tower_mm,275,71.611
Simulated_hour,2,71.617
Demand,0.10636,71.617
Flow_valve1,0.1098,71.627
Flow_valve2,0.0012,71.628
tank_consumer_mm,454,72.66
tank_pump1_mm,205,72.66
tank_pump2_mm,225,72.661
tank_tower_mm,276,72.661
Simulated_hour,2,72.673
Demand,0.10636,72.674
Flow_valve1,0.1098,72.687
Flow_valve2,0.0018,72.688
tank_consumer_mm,452,73.722
tank_pump1_mm,206,73.722
tank_pump2_mm,225,73.723
tank_tower_mm,276,73.724
Simulated_hour,2,73.734
Demand,0.10636,73.734
Flow_valve1,0.1098,73.743
Flow_valve2,0.0012,73.743
tank_consumer_mm,452,74.773
tank_pump1_mm,206,74.774
tank_pump2_mm,224,74.775
tank_tower_mm,276,74.776
Simulated_hour,2,74.786
Demand,0.10636,74.787
Flow_valve1,0.111,74.795
Flow_valve2,0.0012,74.796
tank_consumer_mm,452,75.825
tank_pump1_mm,207,75.826
tank_pump2_mm,224,75.828
tank_tower_mm,276,75.828
Simulated_hour,2,75.833
Demand,0.10636,75.835
Flow_valve1,0.1116,75.843
Flow_valve2,0.0012,75.844
tank_consumer_mm,451,76.878
tank_pump1_mm,207,76.879
tank_pump2_mm,224,76.88
tank_tower_mm,277,76.881
Simulated_hour,2,76.886
Demand,0.10636,76.887
Flow_valve1,0.1122,76.895
Flow_valve2,0.0018,76.896
tank_consumer_mm,450,77.921
tank_pump1_mm,208,77.922
tank_pump2_mm,224,77.923
tank_tower_mm,277,77.924
Simulated_hour,2,77.929
Demand,0.10636,77.93
Flow_valve1,0.1092,77.939
Flow_valve2,0.0012,77.94
tank_consumer_mm,450,78.97
tank_pump1_mm,209,78.97
tank_pump2_mm,224,78.971
tank_tower_mm,277,78.973
Simulated_hour,2,78.978
Demand,0.10636,78.979
Flow_valve1,0.114,78.987
Flow_valve2,0.0012,78.988
tank_consumer_mm,449,80.013
tank_pump1_mm,209,80.014
tank_pump2_mm,224,80.015
tank_tower_mm,277,80.016
Simulated_hour,2,80.021
Demand,0.10636,80.022
Flow_valve1,0.111,80.031
Flow_valve2,0.0018,80.033
tank_consumer_mm,449,81.061
tank_pump1_mm,210,81.062
tank_pump2_mm,224,81.063
tank_tower_mm,278,81.064
Simulated_hour,2,81.07
Demand,0.10636,81.071
Flow_valve1,0.1122,81.08
Flow_valve2,0.0018,81.08
tank_consumer_mm,448,82.114
tank_pump1_mm,210,82.114
tank_pump2_mm,224,82.115
tank_tower_mm,278,82.116
Simulated_hour,2,82.125
Demand,0.10636,82.126
Flow_valve1,0.1104,82.136
Flow_valve2,0.0012,82.136
tank_consumer_mm,448,83.158
tank_pump1_mm,210,83.158
tank_pump2_mm,223,83.16
tank_tower_mm,278,83.16
Simulated_hour,2,83.166
Demand,0.10636,83.167
Flow_valve1,0.1128,83.175
Flow_valve2,0.0012,83.175
tank_consumer_mm,447,84.213
tank_pump1_mm,211,84.215
tank_pump2_mm,224,84.215
tank_tower_mm,279,84.216
Simulated_hour,2,84.221
Demand,0.10636,84.222
Flow_valve1,0.1122,84.231
Flow_valve2,0.0012,84.232
tank_consumer_mm,446,85.257
tank_pump1_mm,211,85.258
tank_pump2_mm,223,85.259
tank_tower_mm,279,85.259
Simulated_hour,2,85.266
Demand,0.10636,85.266
Flow_valve1,0.1122,85.28
Flow_valve2,0.0012,85.281
tank_consumer_mm,446,86.31
tank_pump1_mm,212,86.311
tank_pump2_mm,223,86.312
tank_tower_mm,280,86.313
Simulated_hour,2,86.326
Demand,0.10636,86.327
Flow_valve1,0.1116,86.336
Flow_valve2,0.0012,86.337
tank_consumer_mm,446,87.365
tank_pump1_mm,213,87.366
tank_pump2_mm,222,87.367
tank_tower_mm,280,87.368
Simulated_hour,2,87.374
Demand,0.10636,87.375
Flow_valve1,0.1116,87.384
Flow_valve2,0.0018,87.384
tank_consumer_mm,445,88.412
tank_pump1_mm,213,88.414
tank_pump2_mm,222,88.415
tank_tower_mm,280,88.415
Simulated_hour,2,88.421
Demand,0.10636,88.422
Flow_valve1,0.1128,88.431
Flow_valve2,0.0018,88.432
tank_consumer_mm,444,89.457
tank_pump1_mm,214,89.459
tank_pump2_mm,222,89.46
tank_tower_mm,280,89.461
Simulated_hour,2,89.466
Demand,0.10636,89.466
Flow_valve1,0.1116,89.476
Flow_valve2,0.0018,89.477
tank_consumer_mm,444,90.505
tank_pump1_mm,214,90.506
tank_pump2_mm,221,90.507
tank_tower_mm,280,90.508
Simulated_hour,2,90.522
Demand,0.10636,90.523
Flow_valve1,0.114,90.531
Flow_valve2,0.0012,90.532
tank_consumer_mm,443,91.573
tank_pump1_mm,214,91.574
tank_pump2_mm,221,91.575
tank_tower_mm,281,91.576
Simulated_hour,2,91.585
Demand,0.10636,91.586
Flow_valve1,0.1122,91.595
Flow_valve2,0.0012,91.595
tank_consumer_mm,443,92.621
tank_pump1_mm,215,92.622
tank_pump2_mm,221,92.622
tank_tower_mm,281,92.623
Simulated_hour,2,92.629
Demand,0.10636,92.63
Flow_valve1,0.1104,92.64
Flow_valve2,0.0012,92.641
tank_consumer_mm,441,93.673
tank_pump1_mm,216,93.674
tank_pump2_mm,221,93.675
tank_tower_mm,281,93.676
Simulated_hour,2,93.685
Demand,0.10636,93.686
Flow_valve1,0.1116,93.696
Flow_valve2,0.0018,93.697
tank_consumer_mm,441,94.737
tank_pump1_mm,216,94.739
tank_pump2_mm,221,94.74
tank_tower_mm,282,94.74
Simulated_hour,2,94.75
Demand,0.10636,94.751
Flow_valve1,0.1122,94.76
Flow_valve2,0.0018,94.76
tank_consumer_mm,440,95.789
tank_pump1_mm,217,95.79
tank_pump2_mm,220,95.791
tank_tower_mm,282,95.792
Simulated_hour,2,95.801
Demand,0.10636,95.802
Flow_valve1,0.1122,95.811
Flow_valve2,0.0018,95.812
tank_consumer_mm,440,96.837
tank_pump1_mm,217,96.838
tank_pump2_mm,220,96.839
tank_tower_mm,282,96.839
Simulated_hour,2,96.846
Demand,0.10636,96.846
Flow_valve1,0.1128,96.859
Flow_valve2,0.0012,96.859
tank_consumer_mm,439,97.885
tank_pump1_mm,218,97.886
tank_pump2_mm,221,97.887
tank_tower_mm,282,97.887
Simulated_hour,2,97.898
Demand,0.10636,97.898
Flow_valve1,0.1134,97.909
Flow_valve2,0.0012,97.91
tank_consumer_mm,438,98.942
tank_pump1_mm,217,98.943
tank_pump2_mm,220,98.944
tank_tower_mm,283,98.945
Simulated_hour,2,98.954
Demand,0.10636,98.955
Flow_valve1,0.1122,98.964
Flow_valve2,0.0018,98.965
tank_consumer_mm,438,99.997
tank_pump1_mm,218,99.999
tank_pump2_mm,220,99.999
tank_tower_mm,283,100.0
Simulated_hour,2,100.009
Demand,0.10636,100.01
Flow_valve1,0.1122,100.02
Flow_valve2,0.0018,100.02
tank_consumer_mm,437,101.045
tank_pump1_mm,219,101.046
tank_pump2_mm,219,101.046
tank_tower_mm,283,101.047
Simulated_hour,2,101.058
Demand,0.10636,101.059
Flow_valve1,0.1116,101.067
Flow_valve2,0.0012,101.067
tank_consumer_mm,437,102.101
tank_pump1_mm,219,102.102
tank_pump2_mm,219,102.103
tank_tower_mm,283,102.103
Simulated_hour,2,102.113
Demand,0.10636,102.113
Flow_valve1,0.1074,102.123
Flow_valve2,0.0012,102.124
tank_consumer_mm,436,103.153
tank_pump1_mm,219,103.154
tank_pump2_mm,219,103.155
tank_tower_mm,284,103.156
Simulated_hour,2,103.166
Demand,0.10636,103.167
Flow_valve1,0.1122,103.176
Flow_valve2,0.0018,103.177
tank_consumer_mm,436,104.213
tank_pump1_mm,220,104.215
tank_pump2_mm,219,104.215
tank_tower_mm,284,104.217
Simulated_hour,2,104.226
Demand,0.10636,104.227
Flow_valve1,0.1098,104.235
Flow_valve2,0.0012,104.236
tank_consumer_mm,435,105.265
tank_pump1_mm,220,105.266
tank_pump2_mm,219,105.267
tank_tower_mm,285,105.268
Simulated_hour,2,105.277
Demand,0.10636,105.278
Flow_valve1,0.1098,105.288
Flow_valve2,0.0012,105.289
tank_consumer_mm,435,106.313
tank_pump1_mm,221,106.314
tank_pump2_mm,219,106.315
tank_tower_mm,285,106.316
Simulated_hour,2,106.325
Demand,0.10636,106.326
Flow_valve1,0.114,106.336
Flow_valve2,0.0018,106.336
tank_consumer_mm,434,107.373
tank_pump1_mm,221,107.374
tank_pump2_mm,218,107.375
tank_tower_mm,285,107.376
Simulated_hour,2,107.386
Demand,0.10636,107.387
Flow_valve1,0.1128,107.396
Flow_valve2,0.0012,107.397
tank_consumer_mm,434,108.437
tank_pump1_mm,222,108.437
tank_pump2_mm,218,108.439
tank_tower_mm,286,108.44
Simulated_hour,2,108.449
Demand,0.10636,108.45
Flow_valve1,0.1098,108.46
Flow_valve2,0.0012,108.461
tank_consumer_mm,433,109.493
tank_pump1_mm,222,109.494
tank_pump2_mm,218,109.495
tank_tower_mm,286,109.496
Simulated_hour,2,109.505
Demand,0.10636,109.506
Flow_valve1,0.111,109.516
Flow_valve2,0.0012,109.516
tank_consumer_mm,432,110.552
tank_pump1_mm,223,110.554
tank_pump2_mm,218,110.554
tank_tower_mm,286,110.555
Simulated_hour,2,110.566
Demand,0.10636,110.566
Flow_valve1,0.1122,110.576
Flow_valve2,0.0012,110.577
tank_consumer_mm,432,111.617
tank_pump1_mm,223,111.618
tank_pump2_mm,218,111.619
tank_tower_mm,286,111.62
Simulated_hour,2,111.63
Demand,0.10636,111.631
Flow_valve1,0.108,111.64
Flow_valve2,0.0012,111.641
tank_consumer_mm,431,112.665
tank_pump1_mm,224,112.666
tank_pump2_mm,217,112.667
tank_tower_mm,287,112.668
Simulated_hour,2,112.677
Demand,0.10636,112.678
Flow_valve1,0.1056,112.687
Flow_valve2,0.0012,112.688
tank_consumer_mm,431,113.726
tank_pump1_mm,224,113.726
tank_pump2_mm,217,113.728
tank_tower_mm,287,113.729
Simulated_hour,2,113.738
Demand,0.10636,113.739
Flow_valve1,0.1062,113.748
Flow_valve2,0.0018,113.749
tank_consumer_mm,430,114.785
tank_pump1_mm,225,114.786
tank_pump2_mm,218,114.787
tank_tower_mm,288,114.788
Simulated_hour,2,114.798
Demand,0.10636,114.799
Flow_valve1,0.105,114.808
Flow_valve2,0.0012,114.809
tank_consumer_mm,429,115.846
tank_pump1_mm,225,115.847
tank_pump2_mm,217,115.848
tank_tower_mm,288,115.849
Simulated_hour,2,115.858
Demand,0.10636,115.859
Flow_valve1,0.1038,115.869
Flow_valve2,0.0012,115.869
tank_consumer_mm,428,116.905
tank_pump1_mm,226,116.906
tank_pump2_mm,217,116.908
tank_tower_mm,288,116.909
Simulated_hour,2,116.917
Demand,0.10636,116.917
Flow_valve1,0.1062,116.929
Flow_valve2,0.0012,116.929
tank_consumer_mm,428,117.965
tank_pump1_mm,226,117.966
tank_pump2_mm,216,117.967
tank_tower_mm,288,117.968
Simulated_hour,2,117.977
Demand,0.10636,117.978
Flow_valve1,0.1044,117.988
Flow_valve2,0.0018,117.989
