ID,Data,Time
k,16,84325.043
x_i,"[[0.1595]
 [0.1656]
 [0.1709]
 [0.1883]
 [0.1597]
 [0.1812]
 [0.0924]
 [0.1349]
 [0.0846]
 [0.1235]
 [0.0596]
 [0.1233]
 [0.0271]
 [0.1097]
 [0.0609]
 [0.1311]
 [0.1069]
 [0.1639]
 [0.1174]
 [0.1706]
 [0.    ]
 [0.1177]
 [0.    ]
 [0.0842]
 [0.    ]
 [0.1239]
 [0.0515]
 [0.1479]
 [0.0457]
 [0.1396]
 [0.0411]
 [0.134 ]
 [0.0359]
 [0.1279]
 [0.0273]
 [0.1154]
 [0.0911]
 [0.0755]
 [0.0992]
 [0.0844]
 [0.1035]
 [0.0956]
 [0.1093]
 [0.1045]
 [0.1465]
 [0.1352]
 [0.1185]
 [0.1365]]",84325.103
z_i,"[[ 0.24593]
 [ 0.25033]
 [ 0.25637]
 [ 0.2735 ]
 [ 0.24547]
 [ 0.26677]
 [ 0.21013]
 [ 0.25103]
 [ 0.20253]
 [ 0.23843]
 [ 0.17717]
 [ 0.23863]
 [ 0.14617]
 [ 0.22513]
 [ 0.1781 ]
 [ 0.2463 ]
 [ 0.22233]
 [ 0.27997]
 [ 0.23317]
 [ 0.2877 ]
 [ 0.12017]
 [ 0.23453]
 [ 0.1277 ]
 [ 0.20207]
 [ 0.12063]
 [ 0.2411 ]
 [ 0.1478 ]
 [ 0.24467]
 [ 0.0764 ]
 [ 0.16907]
 [ 0.0489 ]
 [ 0.13963]
 [ 0.00957]
 [ 0.09867]
 [-0.04223]
 [ 0.04167]
 [-0.13157]
 [-0.15167]
 [-0.12387]
 [-0.143  ]
 [-0.11997]
 [-0.13167]
 [-0.1144 ]
 [-0.1227 ]
 [-0.0781 ]
 [-0.0921 ]
 [-0.10617]
 [-0.08967]]",84325.104
z,"[[ 0.15937]
 [ 0.16533]
 [ 0.17067]
 [ 0.18793]
 [ 0.1595 ]
 [ 0.1809 ]
 [ 0.09223]
 [ 0.13463]
 [ 0.08447]
 [ 0.12313]
 [ 0.0595 ]
 [ 0.1229 ]
 [ 0.02707]
 [ 0.10933]
 [ 0.06077]
 [ 0.13063]
 [ 0.1065 ]
 [ 0.16343]
 [ 0.11713]
 [ 0.17033]
 [-0.     ]
 [ 0.11753]
 [ 0.     ]
 [ 0.08417]
 [ 0.     ]
 [ 0.12373]
 [ 0.05113]
 [ 0.14747]
 [ 0.0452 ]
 [ 0.13897]
 [ 0.0405 ]
 [ 0.1332 ]
 [ 0.03527]
 [ 0.12707]
 [ 0.02667]
 [ 0.11443]
 [ 0.09087]
 [ 0.0752 ]
 [ 0.09897]
 [ 0.08403]
 [ 0.1032 ]
 [ 0.09523]
 [ 0.1091 ]
 [ 0.10407]
 [ 0.1462 ]
 [ 0.13473]
 [ 0.1182 ]
 [ 0.13617]]",84325.136
lambda_i,"[[ 0.08657]
 [ 0.085  ]
 [ 0.0857 ]
 [ 0.08557]
 [ 0.08597]
 [ 0.08587]
 [ 0.1179 ]
 [ 0.1164 ]
 [ 0.11807]
 [ 0.1153 ]
 [ 0.11767]
 [ 0.11573]
 [ 0.1191 ]
 [ 0.1158 ]
 [ 0.11733]
 [ 0.11567]
 [ 0.11583]
 [ 0.11653]
 [ 0.11603]
 [ 0.11737]
 [ 0.12017]
 [ 0.117  ]
 [ 0.1277 ]
 [ 0.1179 ]
 [ 0.12063]
 [ 0.11737]
 [ 0.09667]
 [ 0.0972 ]
 [ 0.0312 ]
 [ 0.0301 ]
 [ 0.0084 ]
 [ 0.00643]
 [-0.0257 ]
 [-0.0284 ]
 [-0.0689 ]
 [-0.07277]
 [-0.22243]
 [-0.22687]
 [-0.22283]
 [-0.22703]
 [-0.22317]
 [-0.2269 ]
 [-0.2235 ]
 [-0.22677]
 [-0.2243 ]
 [-0.22683]
 [-0.22437]
 [-0.22583]]",84325.138
k,17,84325.14
x_i,"[[0.1588]
 [0.1664]
 [0.171 ]
 [0.1884]
 [0.1596]
 [0.1811]
 [0.0915]
 [0.1354]
 [0.0835]
 [0.125 ]
 [0.059 ]
 [0.1243]
 [0.0251]
 [0.1107]
 [0.0606]
 [0.1321]
 [0.1078]
 [0.164 ]
 [0.1182]
 [0.1701]
 [0.    ]
 [0.1177]
 [0.    ]
 [0.0834]
 [0.    ]
 [0.1235]
 [0.0518]
 [0.1476]
 [0.0452]
 [0.1401]
 [0.0402]
 [0.1349]
 [0.0347]
 [0.1291]
 [0.0255]
 [0.1172]
 [0.0885]
 [0.0773]
 [0.097 ]
 [0.0863]
 [0.1016]
 [0.0974]
 [0.1078]
 [0.1061]
 [0.1457]
 [0.1368]
 [0.1178]
 [0.1372]]",84325.194
z_i,"[[ 0.24537]
 [ 0.2514 ]
 [ 0.2567 ]
 [ 0.27397]
 [ 0.24557]
 [ 0.26697]
 [ 0.2094 ]
 [ 0.2518 ]
 [ 0.20157]
 [ 0.2403 ]
 [ 0.17667]
 [ 0.24003]
 [ 0.1442 ]
 [ 0.2265 ]
 [ 0.17793]
 [ 0.24777]
 [ 0.22363]
 [ 0.28053]
 [ 0.23423]
 [ 0.28747]
 [ 0.12017]
 [ 0.2347 ]
 [ 0.1277 ]
 [ 0.2013 ]
 [ 0.12063]
 [ 0.24087]
 [ 0.14847]
 [ 0.2448 ]
 [ 0.0764 ]
 [ 0.1702 ]
 [ 0.0486 ]
 [ 0.14133]
 [ 0.009  ]
 [ 0.1007 ]
 [-0.0434 ]
 [ 0.04443]
 [-0.13393]
 [-0.14957]
 [-0.12583]
 [-0.14073]
 [-0.12157]
 [-0.1295 ]
 [-0.1157 ]
 [-0.12067]
 [-0.0786 ]
 [-0.09003]
 [-0.10657]
 [-0.08863]]",84325.195
z,"[[0.1586 ]
 [0.16607]
 [0.17077]
 [0.18813]
 [0.15937]
 [0.18087]
 [0.0913 ]
 [0.13503]
 [0.0833 ]
 [0.12447]
 [0.05873]
 [0.1239 ]
 [0.02497]
 [0.11033]
 [0.06037]
 [0.13167]
 [0.1074 ]
 [0.16357]
 [0.1179 ]
 [0.1699 ]
 [0.     ]
 [0.11743]
 [0.     ]
 [0.08337]
 [0.     ]
 [0.1233 ]
 [0.05147]
 [0.14727]
 [0.04477]
 [0.13937]
 [0.03967]
 [0.134  ]
 [0.0341 ]
 [0.12823]
 [0.02487]
 [0.11627]
 [0.08837]
 [0.07697]
 [0.09687]
 [0.08593]
 [0.10143]
 [0.09703]
 [0.10757]
 [0.10573]
 [0.14543]
 [0.1364 ]
 [0.11753]
 [0.1369 ]]",84325.233
lambda_i,"[[ 0.08677]
 [ 0.08533]
 [ 0.08593]
 [ 0.08583]
 [ 0.0862 ]
 [ 0.0861 ]
 [ 0.1181 ]
 [ 0.11677]
 [ 0.11827]
 [ 0.11583]
 [ 0.11793]
 [ 0.11613]
 [ 0.11923]
 [ 0.11617]
 [ 0.11757]
 [ 0.1161 ]
 [ 0.11623]
 [ 0.11697]
 [ 0.11633]
 [ 0.11757]
 [ 0.12017]
 [ 0.11727]
 [ 0.1277 ]
 [ 0.11793]
 [ 0.12063]
 [ 0.11757]
 [ 0.097  ]
 [ 0.09753]
 [ 0.03163]
 [ 0.03083]
 [ 0.00893]
 [ 0.00733]
 [-0.0251 ]
 [-0.02753]
 [-0.06827]
 [-0.07183]
 [-0.2223 ]
 [-0.22653]
 [-0.2227 ]
 [-0.22667]
 [-0.223  ]
 [-0.22653]
 [-0.22327]
 [-0.2264 ]
 [-0.22403]
 [-0.22643]
 [-0.2241 ]
 [-0.22553]]",84325.234
k,18,84325.235
x_i,"[[0.1581]
 [0.167 ]
 [0.1711]
 [0.1886]
 [0.1594]
 [0.181 ]
 [0.0907]
 [0.1357]
 [0.0825]
 [0.1261]
 [0.0583]
 [0.1252]
 [0.0232]
 [0.1116]
 [0.0603]
 [0.133 ]
 [0.1086]
 [0.1641]
 [0.119 ]
 [0.1698]
 [0.    ]
 [0.1176]
 [0.    ]
 [0.0829]
 [0.    ]
 [0.1232]
 [0.0521]
 [0.1474]
 [0.045 ]
 [0.1404]
 [0.0396]
 [0.1355]
 [0.0336]
 [0.1302]
 [0.0239]
 [0.1188]
 [0.0862]
 [0.079 ]
 [0.0951]
 [0.0881]
 [0.0999]
 [0.0991]
 [0.1063]
 [0.1076]
 [0.145 ]
 [0.1383]
 [0.1171]
 [0.1379]]",84325.29
z_i,"[[ 0.24487]
 [ 0.25233]
 [ 0.25703]
 [ 0.27443]
 [ 0.2456 ]
 [ 0.2671 ]
 [ 0.2088 ]
 [ 0.25247]
 [ 0.20077]
 [ 0.24193]
 [ 0.17623]
 [ 0.24133]
 [ 0.14243]
 [ 0.22777]
 [ 0.17787]
 [ 0.2491 ]
 [ 0.22483]
 [ 0.28107]
 [ 0.23533]
 [ 0.28737]
 [ 0.12017]
 [ 0.23487]
 [ 0.1277 ]
 [ 0.20083]
 [ 0.12063]
 [ 0.24077]
 [ 0.1491 ]
 [ 0.24493]
 [ 0.07663]
 [ 0.17123]
 [ 0.04853]
 [ 0.14283]
 [ 0.0085 ]
 [ 0.10267]
 [-0.04437]
 [ 0.04697]
 [-0.1361 ]
 [-0.14753]
 [-0.1276 ]
 [-0.13857]
 [-0.1231 ]
 [-0.12743]
 [-0.11697]
 [-0.1188 ]
 [-0.07903]
 [-0.08813]
 [-0.107  ]
 [-0.08763]]",84325.291
z,"[[0.15787]
 [0.1667 ]
 [0.1708 ]
 [0.1883 ]
 [0.15923]
 [0.1808 ]
 [0.09043]
 [0.13537]
 [0.0822 ]
 [0.12567]
 [0.058  ]
 [0.12473]
 [0.02293]
 [0.11123]
 [0.06   ]
 [0.13257]
 [0.10817]
 [0.1636 ]
 [0.11857]
 [0.1695 ]
 [0.     ]
 [0.11733]
 [0.     ]
 [0.08277]
 [0.     ]
 [0.12297]
 [0.05183]
 [0.1471 ]
 [0.0445 ]
 [0.1398 ]
 [0.03903]
 [0.1348 ]
 [0.03313]
 [0.12937]
 [0.0233 ]
 [0.11797]
 [0.086  ]
 [0.0787 ]
 [0.09487]
 [0.0878 ]
 [0.09973]
 [0.0988 ]
 [0.1061 ]
 [0.1073 ]
 [0.14467]
 [0.1379 ]
 [0.1169 ]
 [0.1376 ]]",84325.317
lambda_i,"[[ 0.087  ]
 [ 0.08563]
 [ 0.08623]
 [ 0.08613]
 [ 0.08637]
 [ 0.0863 ]
 [ 0.11837]
 [ 0.1171 ]
 [ 0.11857]
 [ 0.11627]
 [ 0.11823]
 [ 0.1166 ]
 [ 0.1195 ]
 [ 0.11653]
 [ 0.11787]
 [ 0.11653]
 [ 0.11667]
 [ 0.11747]
 [ 0.11677]
 [ 0.11787]
 [ 0.12017]
 [ 0.11753]
 [ 0.1277 ]
 [ 0.11807]
 [ 0.12063]
 [ 0.1178 ]
 [ 0.09727]
 [ 0.09783]
 [ 0.03213]
 [ 0.03143]
 [ 0.0095 ]
 [ 0.00803]
 [-0.02463]
 [-0.0267 ]
 [-0.06767]
 [-0.071  ]
 [-0.2221 ]
 [-0.22623]
 [-0.22247]
 [-0.22637]
 [-0.22283]
 [-0.22623]
 [-0.22307]
 [-0.2261 ]
 [-0.2237 ]
 [-0.22603]
 [-0.2239 ]
 [-0.22523]]",84325.318
k,19,84325.319
x_i,"[[0.1574]
 [0.1676]
 [0.1711]
 [0.1887]
 [0.1594]
 [0.181 ]
 [0.0899]
 [0.1361]
 [0.0815]
 [0.1273]
 [0.0576]
 [0.126 ]
 [0.0213]
 [0.1126]
 [0.06  ]
 [0.1339]
 [0.1094]
 [0.164 ]
 [0.1197]
 [0.1695]
 [0.    ]
 [0.1177]
 [0.    ]
 [0.0826]
 [0.    ]
 [0.123 ]
 [0.0524]
 [0.1471]
 [0.0447]
 [0.1407]
 [0.0389]
 [0.1362]
 [0.0328]
 [0.131 ]
 [0.0224]
 [0.1203]
 [0.0839]
 [0.0807]
 [0.0931]
 [0.0899]
 [0.0983]
 [0.1008]
 [0.1049]
 [0.1092]
 [0.1441]
 [0.1397]
 [0.1166]
 [0.1386]]",84325.375
z_i,"[[ 0.2444 ]
 [ 0.25323]
 [ 0.25733]
 [ 0.27483]
 [ 0.24577]
 [ 0.2673 ]
 [ 0.20827]
 [ 0.2532 ]
 [ 0.20007]
 [ 0.24357]
 [ 0.17583]
 [ 0.2426 ]
 [ 0.1408 ]
 [ 0.22913]
 [ 0.17787]
 [ 0.25043]
 [ 0.22607]
 [ 0.28147]
 [ 0.23647]
 [ 0.28737]
 [ 0.12017]
 [ 0.23523]
 [ 0.1277 ]
 [ 0.20067]
 [ 0.12063]
 [ 0.2408 ]
 [ 0.14967]
 [ 0.24493]
 [ 0.07683]
 [ 0.17213]
 [ 0.0484 ]
 [ 0.14423]
 [ 0.00817]
 [ 0.1043 ]
 [-0.04527]
 [ 0.0493 ]
 [-0.1382 ]
 [-0.14553]
 [-0.12937]
 [-0.13647]
 [-0.12453]
 [-0.12543]
 [-0.11817]
 [-0.1169 ]
 [-0.0796 ]
 [-0.08633]
 [-0.1073 ]
 [-0.08663]]",84325.376
z,"[[0.15717]
 [0.1673 ]
 [0.1708 ]
 [0.1884 ]
 [0.1591 ]
 [0.18073]
 [0.0896 ]
 [0.13567]
 [0.0812 ]
 [0.12677]
 [0.0573 ]
 [0.12553]
 [0.02103]
 [0.11213]
 [0.0597 ]
 [0.1334 ]
 [0.10887]
 [0.16357]
 [0.11923]
 [0.16917]
 [0.     ]
 [0.11727]
 [0.     ]
 [0.08233]
 [0.     ]
 [0.12273]
 [0.05213]
 [0.14693]
 [0.0443 ]
 [0.1402 ]
 [0.03847]
 [0.13553]
 [0.03233]
 [0.1304 ]
 [0.0219 ]
 [0.11957]
 [0.0837 ]
 [0.0804 ]
 [0.09293]
 [0.0896 ]
 [0.09807]
 [0.10047]
 [0.1047 ]
 [0.10883]
 [0.14387]
 [0.13933]
 [0.11633]
 [0.13827]]",84325.398
lambda_i,"[[ 0.08723]
 [ 0.08593]
 [ 0.08653]
 [ 0.08643]
 [ 0.08667]
 [ 0.08657]
 [ 0.11867]
 [ 0.11753]
 [ 0.11887]
 [ 0.1168 ]
 [ 0.11853]
 [ 0.11707]
 [ 0.11977]
 [ 0.117  ]
 [ 0.11817]
 [ 0.11703]
 [ 0.1172 ]
 [ 0.1179 ]
 [ 0.11723]
 [ 0.1182 ]
 [ 0.12017]
 [ 0.11797]
 [ 0.1277 ]
 [ 0.11833]
 [ 0.12063]
 [ 0.11807]
 [ 0.09753]
 [ 0.098  ]
 [ 0.03253]
 [ 0.03193]
 [ 0.00993]
 [ 0.0087 ]
 [-0.02417]
 [-0.0261 ]
 [-0.06717]
 [-0.07027]
 [-0.2219 ]
 [-0.22593]
 [-0.2223 ]
 [-0.22607]
 [-0.2226 ]
 [-0.2259 ]
 [-0.22287]
 [-0.22573]
 [-0.22347]
 [-0.22567]
 [-0.22363]
 [-0.2249 ]]",84325.399
k,20,84325.4
x_i,"[[0.1568]
 [0.1682]
 [0.1711]
 [0.1888]
 [0.1593]
 [0.181 ]
 [0.0892]
 [0.1364]
 [0.0806]
 [0.1282]
 [0.057 ]
 [0.1267]
 [0.0195]
 [0.1134]
 [0.0598]
 [0.1346]
 [0.1099]
 [0.1639]
 [0.1203]
 [0.1692]
 [0.    ]
 [0.1176]
 [0.    ]
 [0.0823]
 [0.    ]
 [0.1229]
 [0.0526]
 [0.1469]
 [0.0444]
 [0.1409]
 [0.0384]
 [0.1367]
 [0.0319]
 [0.1319]
 [0.021 ]
 [0.1217]
 [0.0816]
 [0.0823]
 [0.0912]
 [0.0917]
 [0.0967]
 [0.1024]
 [0.1036]
 [0.1106]
 [0.1433]
 [0.141 ]
 [0.116 ]
 [0.1392]]",84325.461
z_i,"[[ 0.24403]
 [ 0.25413]
 [ 0.25763]
 [ 0.27523]
 [ 0.24597]
 [ 0.26757]
 [ 0.20787]
 [ 0.25393]
 [ 0.19947]
 [ 0.245  ]
 [ 0.17553]
 [ 0.24377]
 [ 0.13927]
 [ 0.2304 ]
 [ 0.17797]
 [ 0.25163]
 [ 0.2271 ]
 [ 0.2818 ]
 [ 0.23753]
 [ 0.2874 ]
 [ 0.12017]
 [ 0.23557]
 [ 0.1277 ]
 [ 0.20063]
 [ 0.12063]
 [ 0.24097]
 [ 0.15013]
 [ 0.2449 ]
 [ 0.07693]
 [ 0.17283]
 [ 0.04833]
 [ 0.1454 ]
 [ 0.00773]
 [ 0.1058 ]
 [-0.04617]
 [ 0.05143]
 [-0.1403 ]
 [-0.14363]
 [-0.1311 ]
 [-0.13437]
 [-0.1259 ]
 [-0.1235 ]
 [-0.11927]
 [-0.11513]
 [-0.08017]
 [-0.08467]
 [-0.10763]
 [-0.0857 ]]",84325.462
z,"[[0.15653]
 [0.1678 ]
 [0.17077]
 [0.18847]
 [0.15897]
 [0.18067]
 [0.08883]
 [0.13597]
 [0.08027]
 [0.12773]
 [0.05663]
 [0.12623]
 [0.0192 ]
 [0.11297]
 [0.05943]
 [0.13413]
 [0.10947]
 [0.16353]
 [0.11983]
 [0.16887]
 [0.     ]
 [0.11727]
 [0.     ]
 [0.08207]
 [0.     ]
 [0.12257]
 [0.0524 ]
 [0.14673]
 [0.0441 ]
 [0.1405 ]
 [0.038  ]
 [0.13617]
 [0.03157]
 [0.1313 ]
 [0.0206 ]
 [0.12103]
 [0.08147]
 [0.082  ]
 [0.091  ]
 [0.09133]
 [0.0965 ]
 [0.10203]
 [0.10333]
 [0.11027]
 [0.14303]
 [0.14063]
 [0.11577]
 [0.1389 ]]",84325.486
lambda_i,"[[ 0.0875 ]
 [ 0.08633]
 [ 0.08687]
 [ 0.08677]
 [ 0.087  ]
 [ 0.0869 ]
 [ 0.11903]
 [ 0.11797]
 [ 0.1192 ]
 [ 0.11727]
 [ 0.1189 ]
 [ 0.11753]
 [ 0.12007]
 [ 0.11743]
 [ 0.11853]
 [ 0.1175 ]
 [ 0.11763]
 [ 0.11827]
 [ 0.1177 ]
 [ 0.11853]
 [ 0.12017]
 [ 0.1183 ]
 [ 0.1277 ]
 [ 0.11857]
 [ 0.12063]
 [ 0.1184 ]
 [ 0.09773]
 [ 0.09817]
 [ 0.03283]
 [ 0.03233]
 [ 0.01033]
 [ 0.00923]
 [-0.02383]
 [-0.0255 ]
 [-0.06677]
 [-0.0696 ]
 [-0.22177]
 [-0.22563]
 [-0.2221 ]
 [-0.2257 ]
 [-0.2224 ]
 [-0.22553]
 [-0.2226 ]
 [-0.2254 ]
 [-0.2232 ]
 [-0.2253 ]
 [-0.2234 ]
 [-0.2246 ]]",84325.487
k,21,84325.488
x_i,"[[0.1563]
 [0.1687]
 [0.1711]
 [0.1889]
 [0.1592]
 [0.181 ]
 [0.0885]
 [0.1367]
 [0.0798]
 [0.1292]
 [0.0564]
 [0.1274]
 [0.0178]
 [0.1142]
 [0.0596]
 [0.1353]
 [0.1105]
 [0.164 ]
 [0.1208]
 [0.169 ]
 [0.    ]
 [0.1177]
 [0.    ]
 [0.0822]
 [0.    ]
 [0.1229]
 [0.0528]
 [0.1467]
 [0.0442]
 [0.1411]
 [0.0379]
 [0.1372]
 [0.0312]
 [0.1326]
 [0.0197]
 [0.123 ]
 [0.0795]
 [0.0839]
 [0.0894]
 [0.0933]
 [0.0952]
 [0.1039]
 [0.1022]
 [0.112 ]
 [0.1425]
 [0.1422]
 [0.1155]
 [0.1398]]",84325.554
z_i,"[[ 0.2438 ]
 [ 0.25503]
 [ 0.25797]
 [ 0.27567]
 [ 0.2462 ]
 [ 0.2679 ]
 [ 0.20753]
 [ 0.25467]
 [ 0.199  ]
 [ 0.24647]
 [ 0.1753 ]
 [ 0.24493]
 [ 0.13787]
 [ 0.23163]
 [ 0.17813]
 [ 0.2528 ]
 [ 0.22813]
 [ 0.28227]
 [ 0.2385 ]
 [ 0.28753]
 [ 0.12017]
 [ 0.236  ]
 [ 0.1277 ]
 [ 0.20077]
 [ 0.12063]
 [ 0.2413 ]
 [ 0.15053]
 [ 0.24487]
 [ 0.07703]
 [ 0.17343]
 [ 0.04823]
 [ 0.14643]
 [ 0.00737]
 [ 0.1071 ]
 [-0.04707]
 [ 0.0534 ]
 [-0.14227]
 [-0.14173]
 [-0.1327 ]
 [-0.1324 ]
 [-0.1272 ]
 [-0.12163]
 [-0.1204 ]
 [-0.1134 ]
 [-0.0807 ]
 [-0.0831 ]
 [-0.1079 ]
 [-0.0848 ]]",84325.555
z,"[[0.15597]
 [0.1683 ]
 [0.17077]
 [0.18853]
 [0.15887]
 [0.18067]
 [0.08817]
 [0.13627]
 [0.07943]
 [0.12863]
 [0.05607]
 [0.1269 ]
 [0.0175 ]
 [0.1138 ]
 [0.05923]
 [0.1348 ]
 [0.11003]
 [0.16353]
 [0.12037]
 [0.16863]
 [0.     ]
 [0.1173 ]
 [0.     ]
 [0.08187]
 [0.     ]
 [0.12253]
 [0.05257]
 [0.14653]
 [0.04393]
 [0.14073]
 [0.0376 ]
 [0.13673]
 [0.03087]
 [0.1321 ]
 [0.01937]
 [0.12237]
 [0.07933]
 [0.0836 ]
 [0.08917]
 [0.09297]
 [0.09497]
 [0.10353]
 [0.10197]
 [0.11167]
 [0.14223]
 [0.14183]
 [0.11523]
 [0.13953]]",84325.571
lambda_i,"[[ 0.08783]
 [ 0.08673]
 [ 0.0872 ]
 [ 0.08713]
 [ 0.08733]
 [ 0.08723]
 [ 0.11937]
 [ 0.1184 ]
 [ 0.11957]
 [ 0.11783]
 [ 0.11923]
 [ 0.11803]
 [ 0.12037]
 [ 0.11783]
 [ 0.1189 ]
 [ 0.118  ]
 [ 0.1181 ]
 [ 0.11873]
 [ 0.11813]
 [ 0.1189 ]
 [ 0.12017]
 [ 0.1187 ]
 [ 0.1277 ]
 [ 0.1189 ]
 [ 0.12063]
 [ 0.11877]
 [ 0.09797]
 [ 0.09833]
 [ 0.0331 ]
 [ 0.0327 ]
 [ 0.01063]
 [ 0.0097 ]
 [-0.0235 ]
 [-0.025  ]
 [-0.06643]
 [-0.06897]
 [-0.2216 ]
 [-0.22533]
 [-0.22187]
 [-0.22537]
 [-0.22217]
 [-0.22517]
 [-0.22237]
 [-0.22507]
 [-0.22293]
 [-0.22493]
 [-0.22313]
 [-0.22433]]",84325.572
k,22,84325.573
x_i,"[[0.1557]
 [0.1692]
 [0.1712]
 [0.189 ]
 [0.1591]
 [0.181 ]
 [0.0879]
 [0.137 ]
 [0.079 ]
 [0.1299]
 [0.0559]
 [0.128 ]
 [0.0162]
 [0.1151]
 [0.0594]
 [0.1359]
 [0.111 ]
 [0.1639]
 [0.1213]
 [0.1688]
 [0.    ]
 [0.1177]
 [0.    ]
 [0.0821]
 [0.    ]
 [0.1229]
 [0.0529]
 [0.1465]
 [0.0441]
 [0.1413]
 [0.0375]
 [0.1376]
 [0.0305]
 [0.1333]
 [0.0186]
 [0.1241]
 [0.0775]
 [0.0855]
 [0.0876]
 [0.0949]
 [0.0937]
 [0.1053]
 [0.1009]
 [0.1133]
 [0.1418]
 [0.1434]
 [0.115 ]
 [0.1405]]",84325.649
z_i,"[[ 0.24353]
 [ 0.25593]
 [ 0.2584 ]
 [ 0.27613]
 [ 0.24643]
 [ 0.26823]
 [ 0.20727]
 [ 0.2554 ]
 [ 0.19857]
 [ 0.24773]
 [ 0.17513]
 [ 0.24603]
 [ 0.13657]
 [ 0.23293]
 [ 0.1783 ]
 [ 0.2539 ]
 [ 0.2291 ]
 [ 0.28263]
 [ 0.23943]
 [ 0.2877 ]
 [ 0.12017]
 [ 0.2364 ]
 [ 0.1277 ]
 [ 0.201  ]
 [ 0.12063]
 [ 0.24167]
 [ 0.15087]
 [ 0.24483]
 [ 0.0772 ]
 [ 0.174  ]
 [ 0.04813]
 [ 0.1473 ]
 [ 0.007  ]
 [ 0.1083 ]
 [-0.04783]
 [ 0.05513]
 [-0.1441 ]
 [-0.13983]
 [-0.13427]
 [-0.13047]
 [-0.12847]
 [-0.11987]
 [-0.12147]
 [-0.11177]
 [-0.08113]
 [-0.08153]
 [-0.10813]
 [-0.08383]]",84325.65
z,"[[0.15543]
 [0.1688 ]
 [0.1708 ]
 [0.1886 ]
 [0.1588 ]
 [0.18067]
 [0.08753]
 [0.13657]
 [0.0787 ]
 [0.12947]
 [0.05553]
 [0.1275 ]
 [0.0159 ]
 [0.1146 ]
 [0.05907]
 [0.13543]
 [0.11053]
 [0.1635 ]
 [0.12083]
 [0.16843]
 [0.     ]
 [0.11733]
 [0.     ]
 [0.08177]
 [0.     ]
 [0.12253]
 [0.0527 ]
 [0.14633]
 [0.04373]
 [0.14097]
 [0.0372 ]
 [0.1372 ]
 [0.03017]
 [0.1328 ]
 [0.0182 ]
 [0.12357]
 [0.07727]
 [0.08517]
 [0.0874 ]
 [0.09457]
 [0.09347]
 [0.105  ]
 [0.1007 ]
 [0.113  ]
 [0.1415 ]
 [0.143  ]
 [0.11473]
 [0.14013]]",84325.66
lambda_i,"[[ 0.0881 ]
 [ 0.08713]
 [ 0.0876 ]
 [ 0.08753]
 [ 0.08763]
 [ 0.08757]
 [ 0.11973]
 [ 0.11883]
 [ 0.11987]
 [ 0.11827]
 [ 0.1196 ]
 [ 0.11853]
 [ 0.12067]
 [ 0.11833]
 [ 0.11923]
 [ 0.11847]
 [ 0.11857]
 [ 0.11913]
 [ 0.1186 ]
 [ 0.11927]
 [ 0.12017]
 [ 0.11907]
 [ 0.1277 ]
 [ 0.11923]
 [ 0.12063]
 [ 0.11913]
 [ 0.09817]
 [ 0.0985 ]
 [ 0.03347]
 [ 0.03303]
 [ 0.01093]
 [ 0.0101 ]
 [-0.02317]
 [-0.0245 ]
 [-0.06603]
 [-0.06843]
 [-0.22137]
 [-0.225  ]
 [-0.22167]
 [-0.22503]
 [-0.22193]
 [-0.22487]
 [-0.22217]
 [-0.22477]
 [-0.22263]
 [-0.22453]
 [-0.22287]
 [-0.22397]]",84325.662
k,23,84325.663
x_i,"[[0.1553]
 [0.1696]
 [0.1712]
 [0.189 ]
 [0.1591]
 [0.1811]
 [0.0873]
 [0.1372]
 [0.0783]
 [0.1307]
 [0.0554]
 [0.1284]
 [0.0147]
 [0.1157]
 [0.0593]
 [0.1364]
 [0.1114]
 [0.1638]
 [0.1217]
 [0.1686]
 [0.    ]
 [0.1177]
 [0.    ]
 [0.082 ]
 [0.    ]
 [0.1229]
 [0.0531]
 [0.1464]
 [0.0438]
 [0.1415]
 [0.0371]
 [0.138 ]
 [0.0299]
 [0.1339]
 [0.0175]
 [0.1252]
 [0.0755]
 [0.0871]
 [0.086 ]
 [0.0965]
 [0.0923]
 [0.1068]
 [0.0998]
 [0.1147]
 [0.141 ]
 [0.1444]
 [0.1145]
 [0.141 ]]",84325.753
z_i,"[[ 0.2434 ]
 [ 0.25673]
 [ 0.2588 ]
 [ 0.27653]
 [ 0.24673]
 [ 0.26867]
 [ 0.20703]
 [ 0.25603]
 [ 0.19817]
 [ 0.24897]
 [ 0.175  ]
 [ 0.24693]
 [ 0.13537]
 [ 0.23403]
 [ 0.17853]
 [ 0.25487]
 [ 0.22997]
 [ 0.28293]
 [ 0.2403 ]
 [ 0.28787]
 [ 0.12017]
 [ 0.23677]
 [ 0.1277 ]
 [ 0.20123]
 [ 0.12063]
 [ 0.24203]
 [ 0.15127]
 [ 0.2449 ]
 [ 0.07727]
 [ 0.17453]
 [ 0.04803]
 [ 0.1481 ]
 [ 0.00673]
 [ 0.1094 ]
 [-0.04853]
 [ 0.05677]
 [-0.14587]
 [-0.1379 ]
 [-0.13567]
 [-0.12853]
 [-0.12963]
 [-0.11807]
 [-0.12237]
 [-0.11007]
 [-0.08163]
 [-0.08013]
 [-0.10837]
 [-0.08297]]",84325.754
